sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",0,"Review: ( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . 
Question: Is the sentiment of this review positive or negative?
Answer:",-8.34592,-8.024356,1,False
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ",0,"Review: offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.536222,-4.3286796,1,False
"though only 60 minutes long , the film is packed with information and impressions . ",1,"Review: though only 60 minutes long , the film is packed with information and impressions . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.894047,-5.346943,1,True
just not campy enough ,0,"Review: just not campy enough 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1802301,-3.4067316,0,True
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0,"Review: every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.695428,-3.2884455,1,False
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0,"Review: it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1612616,-4.5754614,0,True
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0,"Review: it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.702163,-3.813949,0,True
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",0,"Review: despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0417657,-3.930842,1,False
it 's just filler . ,0,"Review: it 's just filler . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.264015,-3.2054708,1,False
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,"Review: a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.295924,-4.237941,1,False
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ",0,"Review: one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4343548,-3.2013073,1,False
"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ",0,"Review: the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.427752,-3.9653802,1,False
director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,0,"Review: director uwe boll and the actors provide scant reason to care in this crude '70s throwback . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4954176,-4.6500273,0,True
"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ",1,"Review: ... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . 
Question: Is the sentiment of this review positive or negative?
Answer:",-8.077933,-7.6707225,1,True
if your taste runs to ` difficult ' films you absolutely ca n't miss it . ,1,"Review: if your taste runs to ` difficult ' films you absolutely ca n't miss it . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8761003,-3.6094835,1,True
"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ",0,"Review: this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.42094,-3.4039187,1,False
i got a headache watching this meaningless downer . ,0,"Review: i got a headache watching this meaningless downer . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5909872,-3.5251112,1,False
zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0,"Review: zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.746875,-5.548602,1,False
the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . ,1,"Review: the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.970093,-4.6682587,1,True
"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . ",1,"Review: building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.731491,-5.1019135,1,True
"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ",0,"Review: all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0190554,-3.8732123,1,False
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,"Review: the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7455382,-3.52321,1,False
